year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2018,120000,1,0,0,0,18.9,1197.0,81.86,5.0
2017,63982,0,1,0,0,22.7,1498.0,89.84,5.0
2019,1300,1,0,0,0,22.5,999.0,67.0,5.0
2006,128000,0,0,0,3,12.6,1991.0,112.0,7.0
2010,37944,0,0,0,0,18.4,1248.0,75.0,5.0
2017,29000,1,0,1,0,20.51,998.0,67.0,5.0
2013,181491,0,1,0,0,13.5,2477.0,175.56,7.0
2009,100000,1,0,1,1,11.7,2354.0,177.6,5.0
2011,90000,0,0,0,2,20.0,1399.0,68.0,5.0
2016,33003,1,0,0,0,15.7,1172.0,67.0,5.0
2013,40000,1,0,0,1,21.1,814.0,55.2,5.0
2016,26000,1,1,1,0,19.0,1199.0,88.7,5.0
2012,70000,2,0,0,1,13.45,1086.0,62.1,5.0
2018,35000,0,0,0,0,24.0,1186.0,73.97,5.0
2012,90000,0,0,0,2,19.4,1405.0,70.0,5.0
2010,85568,0,1,0,0,18.5,1399.0,68.0,5.0
2017,110000,3,0,0,0,26.6,998.0,58.16,5.0
2012,80000,1,0,0,0,16.2,995.0,62.1,5.0
2011,80000,1,0,0,1,16.6,1388.0,68.0,5.0
2014,50000,0,0,0,0,25.44,936.0,56.3,5.0
2016,120000,0,0,0,0,13.5,2477.0,175.56,7.0
2019,20000,0,0,0,0,23.0,1498.0,98.96,5.0
2009,35000,1,0,0,0,17.0,1497.0,118.0,5.0
2018,35000,0,0,0,0,21.13,1498.0,108.6,5.0
2012,77000,0,0,0,0,22.32,1582.0,126.32,5.0
2016,38000,1,0,0,0,15.37,1196.0,73.0,5.0
2016,9656,1,0,0,0,25.17,799.0,53.3,5.0
2017,68000,1,0,0,1,23.84,1199.0,84.0,5.0
2015,30000,1,0,0,0,23.95,998.0,67.05,5.0
2016,100000,1,0,0,1,18.15,1198.0,82.0,5.0
2010,110000,0,0,0,1,21.1,1248.0,73.9,5.0
2014,15000,1,0,0,1,22.74,796.0,47.3,5.0
2017,60000,0,0,0,0,16.5,1493.0,70.0,7.0
2010,120000,0,0,0,1,19.3,1248.0,73.9,5.0
2018,35000,0,0,0,0,17.3,1497.0,121.0,8.0
2006,53523,1,1,0,0,16.84,1193.0,64.4,5.0
2012,120000,0,0,0,3,14.0,2498.0,112.0,8.0
2012,110000,0,0,0,0,22.3,1248.0,74.0,5.0
2011,40000,1,0,0,0,21.1,1197.0,85.8,5.0
2018,7800,1,0,0,0,17.5,1199.0,88.7,5.0
2011,70000,1,0,0,0,18.0,995.0,62.0,5.0
2017,90000,0,0,0,0,16.5,1493.0,70.0,7.0
2017,30000,0,0,0,0,25.2,1248.0,74.0,5.0
2010,135000,0,0,0,0,14.0,2498.0,112.0,8.0
2014,80000,0,0,0,1,12.55,2982.0,168.5,7.0
2010,70000,0,0,0,2,15.7,1405.0,70.0,5.0
2006,70000,1,0,0,2,19.7,796.0,46.3,5.0
2010,80000,1,0,0,3,17.0,1197.0,80.0,5.0
2017,95000,0,0,0,0,15.96,2523.0,63.0,9.0
2010,40000,1,0,0,1,18.6,1199.0,79.4,5.0
2011,70000,0,0,0,1,20.0,1399.0,68.0,5.0
2014,83000,0,0,0,1,22.54,1396.0,88.73,5.0
2013,115717,0,0,0,0,12.05,2179.0,120.0,9.0
2017,32000,0,0,0,0,16.3,1956.0,170.0,5.0
2011,100000,0,0,0,1,23.0,1396.0,90.0,5.0
2004,248200,0,0,0,1,16.1,1405.0,70.0,5.0
2014,80000,1,0,0,0,20.51,998.0,67.06,5.0
2008,80000,0,0,0,1,17.2,1396.0,53.5,5.0
2015,25000,1,0,0,0,25.4,624.0,37.5,4.0
2012,30000,1,0,0,0,20.36,1197.0,78.9,5.0
2011,110000,1,0,0,3,19.7,796.0,46.3,5.0
2019,10000,0,0,0,0,20.8,1493.0,113.4,5.0
2012,80000,0,0,0,0,16.1,1405.0,70.0,5.0
2016,67000,0,0,0,0,15.4,1997.0,120.0,7.0
2008,80000,1,0,0,2,17.92,1086.0,62.1,5.0
2013,79328,0,2,0,1,12.99,2494.0,100.6,7.0
2015,80000,1,0,0,0,20.63,1198.0,67.06,5.0
2016,70000,0,0,0,1,25.83,1498.0,99.0,5.0
2012,150000,0,0,0,0,20.0,1399.0,68.0,5.0
2012,72000,0,0,0,0,21.5,1248.0,88.8,5.0
2009,120000,1,0,0,0,17.5,1298.0,85.8,5.0
2006,120000,1,0,0,3,19.7,796.0,46.3,5.0
2012,40000,0,0,0,0,22.3,1248.0,74.0,5.0
2016,40000,1,0,0,0,18.6,1197.0,81.83,5.0
2018,32995,1,1,1,0,20.52,1197.0,81.8,5.0
2013,80000,1,0,0,1,15.1,1196.0,73.0,5.0
2019,10000,1,0,0,1,17.0,1497.0,121.31,5.0
2017,30000,0,0,0,0,17.1,1956.0,170.0,5.0
2018,35000,0,0,0,0,28.4,1248.0,74.02,5.0
2003,167000,1,0,0,1,18.9,998.0,67.1,5.0
2016,34000,1,0,0,1,17.5,1373.0,91.1,7.0
2007,140000,1,0,0,0,17.7,1497.0,78.0,5.0
2010,60000,0,0,1,0,16.73,1995.0,218.0,5.0
2017,49000,0,0,0,0,28.4,1248.0,74.0,5.0
2008,93331,1,0,0,1,19.81,1086.0,68.05,5.0
2016,20000,1,0,0,0,20.4,1197.0,81.8,5.0
2014,40000,1,0,0,0,19.1,1197.0,85.8,5.0
2005,120000,0,0,0,2,17.8,1399.0,68.0,5.0
2012,101903,0,0,0,1,12.05,2179.0,120.0,8.0
2016,40000,0,0,0,0,19.87,1461.0,83.8,5.0
2016,60000,1,0,0,0,17.0,1198.0,73.75,5.0
2012,20000,1,0,0,0,18.9,998.0,67.1,5.0
2010,25000,1,0,0,1,19.7,796.0,46.3,5.0
2013,60000,1,0,0,2,16.51,1586.0,103.2,5.0
2012,120000,0,0,0,2,22.32,1582.0,126.32,5.0
2016,60000,1,0,0,0,18.16,1196.0,86.8,5.0
2015,75000,0,0,0,1,25.8,1498.0,98.6,5.0
1999,80000,1,0,0,2,16.1,796.0,37.0,4.0
2009,110000,0,0,1,1,11.79,2179.0,120.0,8.0
2010,94000,0,0,0,1,21.1,1248.0,75.0,5.0
2013,72500,0,0,1,1,23.3,1984.0,150.0,5.0
2015,160000,0,0,0,1,22.54,1396.0,88.73,5.0
2019,15000,1,0,0,0,17.0,1591.0,121.3,5.0
2015,129000,0,0,0,2,21.43,1364.0,87.2,5.0
2019,5000,1,0,0,0,20.3,1086.0,68.0,5.0
2013,18000,1,0,0,0,22.74,796.0,47.3,5.0
2013,80000,1,0,0,1,21.1,814.0,55.2,5.0
2017,30000,0,0,0,0,25.83,1498.0,99.0,5.0
2017,35000,0,0,0,1,25.2,1248.0,74.0,5.0
2007,110000,0,0,0,2,16.8,1405.0,62.0,5.0
2010,80000,1,0,0,1,20.92,998.0,67.1,5.0
2012,162000,0,0,0,3,12.8,2494.0,102.0,7.0
2017,33000,1,1,1,1,14.7,1798.0,177.5,5.0
2016,80000,0,0,0,1,24.4,1120.0,71.0,5.0
2014,50000,1,0,0,1,18.9,1197.0,82.0,5.0
2015,100000,0,0,0,0,12.99,2494.0,100.6,8.0
2012,103000,1,0,0,0,20.36,1197.0,78.9,5.0
2018,20000,1,0,0,1,18.9,1197.0,81.86,5.0
2016,52000,0,0,0,0,23.65,1248.0,88.5,5.0
2014,43011,1,1,0,0,18.88,999.0,123.37,5.0
2015,26500,1,0,0,0,22.74,796.0,47.3,5.0
2018,70000,0,0,0,0,20.65,1248.0,88.7,5.0
2019,20000,1,0,0,0,19.44,999.0,75.0,5.0
2013,46000,1,0,0,0,18.2,1199.0,84.8,5.0
2018,47000,1,1,0,1,16.02,1373.0,93.7,7.0
2011,25000,1,1,0,0,18.16,1196.0,86.8,5.0
2012,135000,0,0,0,0,21.9,1396.0,88.76,5.0
2015,120000,0,0,0,1,26.0,1498.0,98.6,5.0
2017,45000,0,0,0,0,16.5,1493.0,70.0,7.0
2018,2000,0,1,1,0,16.8,1984.0,150.0,5.0
2014,40000,0,0,0,0,19.01,1461.0,108.5,5.0
2009,214000,0,0,0,1,16.8,1493.0,110.0,5.0
2002,30000,1,0,0,2,17.3,993.0,60.0,5.0
2008,90000,1,0,0,1,18.9,998.0,67.1,5.0
2013,70000,0,0,0,0,25.0,1396.0,69.0,5.0
2014,60000,1,0,0,1,21.1,814.0,55.2,5.0
2015,80000,0,0,0,0,25.01,1498.0,89.75,5.0
2019,10000,1,0,1,0,21.21,1197.0,81.8,5.0
1999,100000,1,0,0,2,16.1,796.0,37.0,4.0
2010,50000,1,0,0,1,15.6,1196.0,70.0,5.0
2015,70000,0,0,0,0,20.4,1248.0,91.7,5.0
2018,38817,0,1,0,0,27.39,1248.0,74.0,5.0
2016,50000,0,0,0,0,22.95,1248.0,74.0,5.0
2018,50000,0,0,0,0,16.5,1493.0,70.0,7.0
2010,120000,0,0,0,2,23.0,1396.0,90.0,5.0
2010,175000,0,0,0,0,19.09,1396.0,69.0,5.0
2016,40000,0,0,1,1,17.9,2143.0,136.0,5.0
2008,80000,1,0,0,1,19.7,796.0,46.3,5.0
2017,52000,1,0,0,0,21.63,998.0,67.0,5.0
2016,50000,0,0,0,0,25.2,1248.0,74.0,5.0
2016,110000,1,0,0,0,21.1,814.0,55.2,5.0
2011,54000,0,0,0,1,18.4,1248.0,75.0,5.0
2013,35000,0,0,1,1,17.68,1968.0,174.33,5.0
2018,45000,1,0,0,1,23.84,1199.0,84.0,5.0
2015,57000,0,0,0,1,26.59,1248.0,74.0,5.0
2016,10000,1,1,1,0,23.1,998.0,67.04,5.0
2016,120000,0,0,0,0,14.1,2179.0,147.94,5.0
2017,56290,0,1,0,0,24.0,1186.0,73.97,5.0
2010,200400,1,0,0,1,19.81,1086.0,68.05,5.0
2008,120000,0,0,0,2,14.8,1998.0,68.0,5.0
2011,49000,1,0,0,0,15.04,1598.0,103.6,5.0
2011,140000,0,0,0,0,21.1,1248.0,73.9,5.0
2010,90000,1,0,0,1,15.6,1196.0,70.0,5.0
2018,35000,0,0,0,0,27.39,1248.0,74.0,5.0
2015,70000,0,0,0,0,20.0,1399.0,68.05,5.0
2018,25000,1,0,0,0,21.21,1197.0,81.8,5.0
2019,10000,1,0,1,0,21.21,1197.0,81.8,5.0
2015,120000,0,0,0,0,24.2,1498.0,98.6,7.0
2017,19000,1,0,0,0,18.6,1197.0,81.83,5.0
2016,47000,1,1,0,0,21.1,814.0,55.2,5.0
2013,27000,1,0,0,0,20.92,998.0,67.1,5.0
2012,45000,1,0,0,0,25.4,624.0,38.0,4.0
2010,90000,1,0,0,1,18.9,1061.0,67.0,5.0
2015,70000,1,0,0,2,17.19,1197.0,81.86,5.0
2015,90000,0,0,0,0,22.77,1498.0,98.59,5.0
2011,47000,1,0,0,0,18.5,1197.0,85.8,5.0
2005,96000,1,0,0,1,13.4,1794.0,125.0,5.0
2020,2000,1,1,0,0,20.7,1197.0,81.86,5.0
2017,60000,1,0,0,0,18.9,1197.0,81.86,5.0
2007,120000,1,0,0,1,17.7,1497.0,78.0,5.0
2017,28000,1,0,0,0,25.17,799.0,53.3,5.0
2010,120000,0,0,0,0,17.0,1405.0,71.0,5.0
2019,10000,1,0,0,0,20.89,1197.0,81.8,5.0
2015,80000,0,0,0,0,20.14,1498.0,88.8,5.0
2016,22522,0,1,0,0,16.0,2179.0,140.0,7.0
2016,20000,1,0,0,0,23.01,999.0,67.0,5.0
1999,100000,0,0,0,2,14.8,1998.0,68.0,5.0
2017,120000,1,0,1,0,21.21,1197.0,81.8,5.0
2017,70000,0,0,0,0,27.39,1248.0,74.0,5.0
2015,135000,0,0,0,1,24.4,1120.0,71.01,5.0
2017,40000,0,0,0,0,23.59,1364.0,67.05,5.0
2018,35000,1,0,0,0,17.0,1198.0,108.5,5.0
2016,50000,0,0,0,0,24.52,1248.0,88.5,7.0
2012,70000,1,0,0,1,19.7,796.0,46.3,5.0
2018,114000,0,0,0,0,14.95,2489.0,93.7,7.0
2012,120000,0,0,0,0,23.5,1498.0,88.7,5.0
2017,30000,1,0,0,0,18.9,1197.0,81.86,5.0
2020,5000,1,0,1,0,20.7,1197.0,81.86,5.0
2008,120000,0,0,0,2,19.09,1396.0,69.0,5.0
2014,35000,1,0,0,0,20.52,1197.0,81.8,5.0
2018,22000,0,0,0,0,21.03,1461.0,65.0,5.0
2017,35000,1,0,0,0,17.5,1373.0,91.1,7.0
2012,120000,0,0,0,0,19.3,1248.0,73.9,5.0
2016,80000,0,0,0,0,23.9,1582.0,126.2,5.0
2016,110000,0,0,0,0,24.4,1120.0,71.0,5.0
2012,86000,0,0,0,0,14.0,2498.0,112.0,8.0
2009,120000,0,0,0,1,23.0,1396.0,90.0,5.0
2017,90000,1,0,0,0,23.84,1199.0,84.0,5.0
2016,20000,1,0,0,0,17.5,1373.0,91.1,7.0
2015,80000,0,0,0,1,15.4,2179.0,120.0,7.0
2010,70000,3,0,0,1,26.83,796.0,38.4,5.0
2014,60000,0,0,1,0,16.55,1968.0,147.51,5.0
2015,28161,1,1,0,0,17.8,1497.0,117.3,5.0
2016,70000,1,0,0,0,18.9,1197.0,82.0,5.0
2017,80000,0,0,0,0,16.5,1493.0,70.0,7.0
2010,143000,1,0,0,0,17.5,1298.0,85.8,5.0
2017,98000,0,1,0,0,13.68,2393.0,147.51,7.0
2014,70000,0,0,0,2,25.44,936.0,56.3,5.0
2014,30000,1,0,0,0,19.1,1197.0,85.8,5.0
2007,135000,0,0,0,0,17.0,1405.0,70.0,5.0
2011,375000,0,0,0,0,12.8,2494.0,102.0,8.0
2011,168000,0,0,0,1,12.8,2494.0,102.0,8.0
2015,52269,0,0,0,0,15.4,2179.0,120.0,7.0
2012,49185,1,1,0,0,16.8,1497.0,116.4,5.0
2019,10000,1,0,0,0,20.52,1197.0,81.8,5.0
2019,15000,1,0,0,0,18.9,1197.0,81.86,5.0
2016,120000,0,0,0,0,18.49,1493.0,100.0,7.0
2016,35000,1,0,0,0,22.7,799.0,53.64,5.0
2017,50000,1,0,1,0,20.51,998.0,67.0,5.0
2010,120000,0,0,0,2,20.54,1598.0,103.6,5.0
2012,50000,0,0,0,0,23.03,1396.0,69.0,5.0
2008,44391,1,0,0,1,19.81,1086.0,68.05,5.0
2017,40000,0,0,0,0,24.3,1248.0,88.5,5.0
2012,50000,0,0,0,0,15.96,2523.0,62.1,7.0
2016,28182,1,2,1,0,14.3,1598.0,103.52,5.0
2006,70000,1,0,0,1,17.7,1497.0,78.0,5.0
2018,6001,1,1,0,0,15.9,1496.0,120.69,5.0
2008,120000,0,0,0,0,19.09,1396.0,69.0,5.0
2013,120000,0,0,0,1,23.4,1248.0,74.0,5.0
2013,110000,0,0,0,1,12.99,2494.0,100.0,7.0
2012,120000,0,0,0,0,11.68,2498.0,112.0,7.0
2015,50000,0,0,0,0,25.8,1498.0,98.6,5.0
2009,80000,1,0,0,2,19.7,796.0,46.3,5.0
2009,70000,1,0,0,1,18.9,1061.0,67.0,5.0
2014,300000,0,0,0,0,15.3,2956.0,83.83,7.0
2016,30000,1,0,0,0,15.29,1591.0,121.3,5.0
2013,45000,0,0,0,0,23.59,1364.0,67.06,5.0
2018,25000,1,0,0,0,20.73,1373.0,91.1,5.0
2010,80000,0,0,0,3,22.07,1199.0,73.9,5.0
2008,100000,1,0,0,0,17.7,1497.0,78.0,5.0
2018,40000,1,0,0,0,18.9,1197.0,81.86,5.0
2013,160000,0,0,0,0,15.96,2523.0,62.1,7.0
2015,57000,0,0,0,0,23.0,1248.0,88.7,5.0
2014,90000,3,0,0,0,21.94,1196.0,63.0,5.0
2011,70000,1,0,0,0,18.5,1197.0,80.0,5.0
2018,19000,1,0,0,0,18.78,999.0,75.0,5.0
2011,93500,0,0,0,1,18.6,1388.0,67.0,5.0
2007,100000,0,0,0,2,16.1,1405.0,70.0,5.0
2018,35000,0,0,0,1,25.47,1248.0,88.5,7.0
2012,25000,1,0,0,0,20.36,1197.0,78.9,5.0
2013,95000,0,0,0,1,12.99,2494.0,100.57,7.0
2016,53319,0,1,0,0,25.44,936.0,56.3,5.0
2016,80000,0,0,0,0,24.3,1248.0,88.5,5.0
2019,16000,1,0,0,0,23.84,1199.0,84.0,5.0
2012,120000,0,0,0,1,13.5,2179.0,115.0,5.0
2008,25000,1,0,0,1,16.84,1193.0,64.4,5.0
2017,10000,1,0,1,0,23.1,998.0,67.04,5.0
2010,426000,0,0,0,0,12.8,2494.0,102.0,7.0
2005,15858,1,0,0,0,13.8,1299.0,70.0,5.0
2014,165000,0,0,0,1,15.1,2179.0,140.0,7.0
2014,72000,1,0,0,0,18.6,1197.0,81.83,5.0
2015,20000,1,0,0,0,17.01,1591.0,121.4,5.0
2016,120000,0,0,0,2,23.2,1248.0,73.94,5.0
2011,70000,1,0,0,2,17.5,1298.0,85.8,5.0
2019,15000,1,0,1,0,19.0,1199.0,88.76,5.0
2019,10000,1,0,1,0,21.21,1197.0,81.8,5.0
2015,190000,0,0,0,1,12.99,2494.0,100.6,7.0
2018,35000,1,0,0,0,24.0,1199.0,83.81,5.0
2017,30000,0,0,0,0,25.32,1198.0,77.0,6.0
2009,71000,1,0,0,0,16.1,1197.0,85.0,5.0
2011,73840,1,0,0,0,15.04,1598.0,103.6,5.0
2009,17000,1,0,0,0,19.7,796.0,46.3,5.0
2013,15000,1,0,0,0,18.6,1197.0,85.8,5.0
2017,80000,1,0,0,1,17.19,1197.0,81.86,5.0
2019,5000,1,0,0,0,20.3,1086.0,68.0,5.0
2003,40000,1,0,0,0,18.9,998.0,67.1,5.0
2016,175000,0,0,0,0,23.4,1248.0,74.0,5.0
2011,70000,0,0,0,1,23.57,1396.0,70.0,5.0
2013,120000,0,0,0,1,13.58,2499.0,72.4,10.0
2017,27000,0,0,0,0,22.54,1396.0,88.73,5.0
2016,36000,0,0,0,0,19.01,1461.0,108.5,5.0
2016,101000,0,0,0,0,16.55,2498.0,105.0,6.0
2017,26000,1,0,1,0,18.0,1497.0,117.3,5.0
2013,60000,1,0,0,0,22.74,796.0,47.3,5.0
2016,60000,0,0,0,0,19.09,1405.0,69.01,5.0
2008,60000,1,0,0,1,19.81,1086.0,68.05,5.0
2015,100000,1,0,0,0,20.4,1197.0,83.11,5.0
2017,43000,0,1,0,0,22.54,1396.0,88.73,5.0
2010,70000,1,0,0,1,16.1,796.0,37.0,4.0
2011,65000,1,0,1,2,12.6,1586.0,103.3,5.0
2017,35000,0,0,0,0,16.55,2498.0,105.0,6.0
2017,40000,0,0,0,0,22.54,1396.0,88.73,5.0
2011,100000,0,0,0,1,20.54,1598.0,103.6,5.0
2004,110000,1,0,0,2,16.1,796.0,37.0,4.0
2017,67000,0,0,0,1,18.49,1493.0,100.0,7.0
2015,91000,0,1,1,1,12.55,2982.0,168.5,7.0
2013,116000,0,0,0,1,23.4,1248.0,74.0,5.0
2013,70000,0,1,0,1,23.59,1364.0,67.06,5.0
2016,60000,1,0,0,1,18.5,1198.0,86.8,5.0
2012,16830,1,0,0,0,20.2,998.0,67.1,5.0
2017,25000,1,0,0,0,21.63,998.0,67.0,5.0
2016,55000,1,1,0,0,17.8,1497.0,117.3,5.0
2017,41232,0,1,0,0,26.59,1248.0,74.0,5.0
2012,120000,1,0,0,1,19.7,796.0,35.0,8.0
2015,50000,0,0,0,0,26.21,1248.0,88.5,5.0
2012,40000,1,0,0,0,16.47,1198.0,73.9,5.0
2017,56000,0,0,0,0,25.83,1498.0,99.0,5.0
2014,80000,0,0,0,1,15.11,1598.0,103.6,5.0
2010,80000,1,0,0,1,18.0,995.0,62.0,5.0
2011,90000,0,0,0,0,20.54,1598.0,103.6,5.0
2011,80000,0,0,0,2,20.0,1399.0,68.0,5.0
2004,120000,1,0,1,2,10.1,2354.0,152.0,5.0
2017,25538,1,2,0,0,16.78,1496.0,88.73,5.0
2010,44500,1,1,0,0,16.47,1198.0,74.0,5.0
2017,20000,1,0,0,0,24.7,796.0,47.3,5.0
2019,15000,1,0,0,0,23.01,999.0,67.0,5.0
2016,80000,0,0,0,0,18.2,1248.0,73.74,8.0
2018,20000,0,0,0,0,13.68,2393.0,147.8,8.0
2011,82500,0,0,0,1,16.52,1991.0,123.7,5.0
2017,40000,1,0,0,0,25.17,799.0,53.3,5.0
2016,50856,0,1,0,0,26.0,1498.0,98.6,5.0
2012,90000,0,0,0,0,22.3,1248.0,74.0,5.0
2014,120000,0,0,0,1,14.95,2489.0,93.7,7.0
2012,163720,0,1,0,0,18.5,1399.0,68.0,5.0
2016,50000,1,0,0,0,23.01,999.0,67.0,5.0
2009,150000,0,0,0,2,21.1,1248.0,73.9,5.0
2010,80000,2,0,0,1,13.45,1086.0,62.1,5.0
2018,53000,0,0,0,0,23.0,1498.0,98.96,5.0
2010,100000,1,0,0,0,19.7,796.0,46.3,5.0
2018,50000,1,0,0,0,24.7,796.0,47.3,5.0
2008,48676,1,0,0,0,19.7,796.0,35.0,8.0
2011,137000,3,0,0,0,26.2,998.0,58.2,5.0
2018,10200,1,0,0,0,17.4,1497.0,117.6,5.0
2015,70000,1,0,0,0,18.6,1197.0,81.83,5.0
2017,50000,0,0,0,0,25.8,1498.0,98.6,5.0
2013,77000,0,1,0,0,21.1,1248.0,73.9,5.0
2018,12000,1,0,0,0,20.4,1197.0,81.8,5.0
2016,29000,1,0,0,0,18.6,1197.0,81.83,5.0
2017,80000,0,0,0,0,21.19,1396.0,88.73,5.0
2016,76000,0,0,0,0,26.59,1248.0,74.0,5.0
2011,110000,1,0,0,0,16.95,1498.0,97.7,5.0
2014,84000,0,0,0,0,23.4,1248.0,74.0,5.0
2014,33000,1,0,0,0,20.63,1198.0,67.0,5.0
2016,46000,0,1,1,1,11.45,2776.0,197.2,7.0
2016,60000,0,1,0,0,21.49,1498.0,108.5,5.0
2017,42000,1,0,0,0,21.4,1197.0,83.1,5.0
2019,30000,1,0,0,1,19.44,999.0,75.0,5.0
2018,40000,1,0,0,0,25.17,799.0,53.3,5.0
2020,5000,1,0,0,0,22.05,796.0,47.3,5.0
2016,15000,1,1,0,0,18.7,1199.0,88.7,5.0
2017,22000,0,1,1,0,15.73,1968.0,174.33,5.0
2010,120000,0,0,0,1,18.0,1248.0,75.0,5.0
2018,80000,0,0,0,0,16.5,1493.0,70.0,7.0
2014,90000,0,0,0,0,20.54,1598.0,103.6,5.0
2016,120000,0,0,0,0,19.87,1461.0,83.8,5.0
2019,20000,0,0,0,0,24.0,1396.0,88.76,5.0
2013,70000,1,0,0,0,20.36,1197.0,78.9,5.0
2017,20000,1,0,0,0,23.95,998.0,67.05,5.0
2008,70000,1,0,0,1,15.26,1150.0,74.9,5.0
2010,35000,1,0,0,0,19.7,796.0,46.3,5.0
2005,90000,1,0,0,1,18.9,998.0,67.1,5.0
2014,120000,0,0,0,0,20.45,1461.0,83.8,5.0
2016,70000,0,0,0,0,25.2,1248.0,74.0,5.0
2015,10000,0,0,0,0,15.1,2179.0,140.0,7.0
2015,73500,0,0,0,0,19.67,1582.0,126.2,5.0
2013,117000,0,1,1,0,11.18,2696.0,184.0,7.0
2013,70000,0,0,0,1,23.4,1248.0,74.0,5.0
2015,90000,0,0,0,0,22.77,1498.0,98.59,5.0
2017,40000,0,0,0,0,22.54,1396.0,88.73,5.0
2012,65000,1,0,0,0,21.1,814.0,55.2,5.0
2010,135000,0,0,0,1,23.0,1396.0,90.0,5.0
2016,90000,1,0,0,0,18.5,1197.0,85.8,5.0
2017,80000,1,1,0,0,22.0,1197.0,81.8,5.0
2015,57000,0,0,0,1,15.4,1997.0,120.0,7.0
2007,60000,1,0,0,1,16.1,796.0,37.0,4.0
2014,10000,1,0,0,0,20.51,998.0,67.04,5.0
2012,80000,0,0,0,3,15.3,2956.0,83.8,7.0
2010,120000,0,0,0,3,19.3,1248.0,73.9,5.0
2012,128000,0,0,0,1,22.32,1582.0,126.32,5.0
2010,65000,1,0,0,1,19.0,998.0,66.1,5.0
2010,50000,1,0,0,2,26.0,624.0,35.0,4.0
2010,120000,0,0,0,0,12.8,2494.0,102.0,7.0
2004,120000,0,0,0,1,16.8,1405.0,62.0,5.0
2017,30000,1,0,0,0,20.63,1198.0,67.06,5.0
2013,140000,1,0,0,0,16.02,1373.0,93.7,7.0
2014,110000,0,0,0,1,23.4,1248.0,74.0,5.0
2018,100000,0,0,0,0,28.4,1248.0,74.0,5.0
2014,69000,0,1,0,0,19.87,1461.0,83.8,5.0
2014,70000,1,0,0,0,20.51,998.0,67.04,5.0
2016,13500,1,0,0,0,23.84,1199.0,84.0,5.0
2017,40000,0,0,0,0,28.4,1248.0,74.02,5.0
2013,100000,0,0,0,1,14.0,2498.0,112.0,8.0
2017,35000,0,0,0,0,28.4,1248.0,74.02,5.0
2016,30000,1,0,0,0,18.2,1199.0,82.4,5.0
2017,43000,1,0,0,0,20.85,1197.0,83.14,5.0
2012,144030,1,0,0,0,12.8,2354.0,177.6,5.0
2011,80000,1,0,0,1,20.36,1197.0,78.9,5.0
2014,15000,1,0,0,0,20.51,998.0,67.04,5.0
2018,71500,0,1,0,0,22.54,1396.0,88.73,5.0
2016,90000,0,0,1,0,15.04,2755.0,174.5,7.0
2018,39000,0,1,0,0,28.4,1248.0,74.0,5.0
2017,120000,0,0,0,0,18.49,1493.0,100.0,7.0
2004,120000,1,0,0,1,13.4,2362.0,164.7,5.0
2017,140000,3,0,0,0,21.94,1196.0,61.7,5.0
2011,120000,0,0,0,2,11.5,2982.0,171.0,7.0
2013,60000,0,0,0,1,20.77,1248.0,88.76,7.0
2017,42000,1,0,0,1,19.81,1086.0,68.05,5.0
2019,15000,1,0,0,0,18.9,1197.0,81.86,5.0
2011,130000,0,0,0,1,17.8,1399.0,68.0,5.0
2019,7720,1,0,0,0,20.0,999.0,71.0,7.0
2016,40000,1,0,0,0,17.43,1396.0,105.5,5.0
2018,14000,0,0,0,0,21.5,1497.0,108.5,5.0
2017,65000,0,0,0,0,28.09,1248.0,88.5,5.0
2019,15000,1,0,0,0,15.37,1196.0,73.0,5.0
2018,35000,0,0,0,0,21.5,1497.0,108.5,5.0
2012,86000,0,0,0,0,21.12,1248.0,88.8,5.0
2019,8000,1,0,0,0,18.9,1197.0,81.86,5.0
2014,80000,0,0,0,0,22.32,1582.0,126.32,5.0
2015,30000,0,0,0,0,26.59,1248.0,74.0,5.0
2019,5000,1,0,0,0,17.0,1591.0,121.3,5.0
2017,90000,0,0,0,0,25.2,1248.0,74.0,5.0
2015,120000,0,0,0,1,24.5,1498.0,98.6,7.0
2018,26000,0,0,0,0,19.6,1461.0,108.45,5.0
2013,35000,1,0,0,0,22.74,796.0,47.3,5.0
2008,40000,1,0,0,0,18.2,1061.0,64.0,5.0
2017,47000,0,0,0,1,19.67,1582.0,126.2,5.0
2016,9750,1,0,0,1,19.81,1086.0,68.05,5.0
2012,40000,1,0,0,1,25.4,624.0,38.0,4.0
2005,90000,1,0,0,1,15.4,1590.0,94.0,5.0
2014,79000,0,0,0,1,20.77,1248.0,88.76,7.0
2018,11500,0,0,0,0,18.49,1493.0,100.0,7.0
2015,60000,1,0,0,0,18.6,1197.0,81.83,5.0
2013,177000,0,0,0,0,15.1,2179.0,140.0,7.0
2003,70000,1,0,0,1,13.2,1495.0,94.0,5.0
2015,80000,0,0,0,1,20.45,1461.0,83.8,5.0
2008,154000,0,0,0,2,12.8,2494.0,102.0,8.0
2017,60000,0,0,0,0,22.77,1498.0,98.59,5.0
2015,110000,0,0,0,1,19.1,1405.0,70.0,5.0
2015,90000,0,0,0,0,26.59,1248.0,74.0,5.0
2016,35000,0,0,0,0,25.32,1198.0,77.0,6.0
2018,50000,1,0,0,0,22.7,799.0,53.64,5.0
2015,53000,0,1,1,0,12.07,2967.0,241.4,7.0
2012,100000,0,0,0,2,19.3,1248.0,73.9,5.0
